Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra Óptica,4G,3G,Telefonía Fija,Wireless,Satelital
Buenos Aires,Coronel Suárez,Huanguelén,0,0,1,1,1,1,1,1,0
Buenos Aires,Coronel Suárez,Pasman,0,0,0,0,0,0,0,1,0
Buenos Aires,Coronel Suárez,San José,0,1,0,1,1,0,1,0,0
Buenos Aires,Coronel Suárez,Santa María,0,1,0,1,1,0,1,0,0
Buenos Aires,Coronel Suárez,Santa Trinidad,0,1,0,1,1,1,1,0,0
Buenos Aires,Coronel Suárez,Villa La Arcadia,0,1,0,1,0,0,0,0,0
Buenos Aires,Daireaux,Arboledas,0,0,0,0,1,0,1,0,0
Buenos Aires,Daireaux,Daireaux,1,0,0,0,1,1,1,1,1
Buenos Aires,Daireaux,Salazar,0,0,0,0,1,1,1,1,0
Buenos Aires,Dolores,Dolores,1,1,1,1,1,1,1,1,0
Buenos Aires,Dolores,Sevigne,0,0,0,0,1,1,1,1,0
Buenos Aires,Luján,Barrio Las Casuarinas,0,0,0,1,1,1,1,1,0
Buenos Aires,Luján,Carlos Keen,0,0,0,0,1,1,1,1,0
Buenos Aires,Luján,Club de Campo Los Puentes,0,0,0,0,1,1,0,0,0
Buenos Aires,Luján,Cortines,1,0,0,1,1,1,1,1,0
Buenos Aires,Luján,Country Club Las Praderas,0,0,0,0,1,0,0,0,0
Buenos Aires,Luján,José María Jáuregui (est. Jáuregui),1,1,0,1,1,1,1,1,0
Buenos Aires,Luján,Lezica Y Torrezuri,0,0,0,0,1,1,0,1,0
Buenos Aires,Luján,Luján,1,1,1,1,1,1,1,1,1
Buenos Aires,Luján,Olivera,0,0,0,1,1,1,1,1,0
Córdoba,Punilla,Las Jarillas,0,0,0,0,0,0,0,1,0
Buenos Aires,Tornquist,Tornquist,1,1,0,1,1,1,1,0,1
Buenos Aires,Tornquist,Tres Picos,0,0,0,0,1,0,0,0,0
Buenos Aires,Tornquist,Villa Serrana La Gruta,0,1,0,0,0,0,0,0,0
Buenos Aires,Tornquist,Villa Ventana,1,0,0,0,1,0,1,0,0
Buenos Aires,Trenque Lauquen,30 de Agosto,0,1,0,1,1,1,1,0,0
Buenos Aires,Trenque Lauquen,Berutti,0,0,0,1,1,1,1,0,0
Buenos Aires,Trenque Lauquen,Girodias,1,0,0,0,0,0,1,1,0
Buenos Aires,Trenque Lauquen,La Carreta,0,0,0,0,0,0,0,1,0
Buenos Aires,Trenque Lauquen,Trenque Lauquen,1,0,1,1,1,1,1,1,1
Buenos Aires,Trenque Lauquen,Trongé,0,0,0,0,0,0,0,1,0
Buenos Aires,Tres Arroyos,Balneario Orense,0,0,0,0,1,1,0,0,0
Buenos Aires,Escobar,Ingeniero Maschwitz,1,1,0,1,1,1,1,1,0
Buenos Aires,Escobar,Loma Verde,0,0,0,1,1,1,0,0,0
Buenos Aires,Escobar,Maquinista F. Savio (este),1,1,0,1,1,1,1,1,0
Buenos Aires,Escobar,Matheu,1,1,0,1,1,1,1,1,1
Buenos Aires,Escobar,Puerto Paraná,0,0,0,0,1,1,0,0,0
Buenos Aires,Esteban Echeverría,9 de Abril,1,1,1,1,1,1,1,1,0
Buenos Aires,Esteban Echeverría,Canning,1,1,0,1,1,1,1,1,0
Córdoba,Marcos Juárez,Colonia Italiana,0,1,0,0,0,1,0,1,0
Córdoba,Marcos Juárez,Corral de Bustos,1,1,0,1,1,1,1,1,0
Córdoba,Marcos Juárez,Cruz Alta,1,0,0,1,1,1,1,1,1
Córdoba,Marcos Juárez,General Baldissera,1,0,0,0,1,1,1,0,1
Córdoba,Marcos Juárez,General Roca,1,0,0,1,1,1,1,0,1
Córdoba,Marcos Juárez,Guatimozín,1,0,0,0,1,1,0,1,1
Córdoba,Marcos Juárez,Inriville,1,0,0,0,1,1,1,1,0
Córdoba,Marcos Juárez,Isla Verde,1,1,0,1,1,1,1,0,0
Córdoba,Marcos Juárez,Leones,1,1,0,1,1,1,1,1,0
Córdoba,Marcos Juárez,Los Surgentes,1,0,0,1,1,1,1,0,1
Entre Ríos,Colón,Colón,1,1,0,1,1,1,1,1,1
Entre Ríos,Colón,Colonia Hugues,0,0,0,0,0,0,0,1,0
Entre Ríos,Colón,El Brillante,0,0,0,0,0,0,0,1,0
Entre Ríos,Colón,El Colorado,0,0,0,0,1,1,0,0,0
Entre Ríos,Colón,Hambis,0,0,0,0,0,0,0,1,0
Entre Ríos,Colón,Hocker,0,0,0,0,1,0,0,0,0
Entre Ríos,Colón,Hocker,0,0,0,0,1,0,0,1,1
Entre Ríos,Colón,La Clarita,0,0,0,1,1,0,1,1,0
Entre Ríos,Colón,Pueblo Cazes,0,0,0,0,0,0,0,1,0
Entre Ríos,Colón,Pueblo Liebig's,0,0,0,1,1,1,1,1,0
Entre Ríos,Colón,San José,1,0,0,0,1,1,1,1,0
Entre Ríos,Colón,Ubajay,1,0,0,1,1,1,1,1,0
Entre Ríos,Colón,Villa Elisa,1,1,0,1,1,1,1,1,0
Entre Ríos,Concordia,Benito Legeren,0,0,0,0,1,1,0,0,0
Entre Ríos,Concordia,Calabacilla,0,0,0,0,1,1,0,0,0
Entre Ríos,Concordia,Clodomiro Ledesma,0,0,0,0,1,0,0,1,0
Buenos Aires,Malvinas Argentinas,Grand Bourg,1,1,0,1,1,1,1,0,0
Buenos Aires,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,1,1,0,1,1,1,1,1,0
Buenos Aires,Malvinas Argentinas,Ingeniero Pablo Nogués,1,1,1,1,1,1,1,1,0
Buenos Aires,Malvinas Argentinas,Los Polvorines,1,1,1,1,1,1,1,1,1
Buenos Aires,Malvinas Argentinas,Malvinas Argentinas,0,1,0,1,0,0,0,1,0
Buenos Aires,Malvinas Argentinas,Tortuguitas,1,1,0,1,1,1,1,0,0
Buenos Aires,Malvinas Argentinas,Villa de Mayo,1,1,1,1,1,1,1,1,0
Buenos Aires,Mar Chiquita,Atlantida,0,0,0,0,1,1,0,0,0
Buenos Aires,Ensenada,Dique Nº 1,0,0,0,0,1,1,0,0,0
Buenos Aires,Ensenada,Ensenada,1,1,1,1,1,1,1,1,0
Buenos Aires,Ensenada,Isla Santiago (oeste),0,0,0,0,1,0,0,0,0
Buenos Aires,Ensenada,Punta Lara,0,0,0,0,1,1,0,0,0
Buenos Aires,Ensenada,Villa Catela,0,0,0,0,1,1,0,1,0
Buenos Aires,Escobar,Belen de Escobar,1,1,0,1,1,1,1,1,1
Buenos Aires,Escobar,El Cazador,0,1,0,1,1,1,1,0,0
Buenos Aires,Escobar,Garín,1,1,0,1,1,1,1,1,1
Córdoba,Río Seco,Cerro Colorado,0,0,0,0,1,1,0,1,0
Buenos Aires,Luján,Open Door (est. Dr. Domingo Cabred),1,0,1,0,1,1,1,1,0
Buenos Aires,Luján,Torres,1,0,0,0,1,1,1,1,0
Buenos Aires,Magdalena,Atalaya,0,0,0,1,0,0,1,0,0
Buenos Aires,Magdalena,General Mansilla (est. Bartolomé Bavio),0,1,0,1,1,0,1,0,0
Buenos Aires,Magdalena,Los Naranjos,0,0,0,1,0,0,0,0,0
Buenos Aires,Magdalena,Magdalena,1,1,1,0,1,1,1,1,0
Buenos Aires,Magdalena,Roberto J. Payró,0,0,0,0,0,0,0,1,0
Buenos Aires,Magdalena,Vieytes,0,0,0,1,0,0,1,1,0
Buenos Aires,Maipú,Las Armas,1,0,0,0,1,1,1,1,0
Buenos Aires,Maipú,Maipú,1,0,1,0,1,1,1,1,0
Buenos Aires,Maipú,Santo Domingo,0,0,0,0,1,0,1,1,1
Buenos Aires,Malvinas Argentinas,Area de Promocion El Triángulo,1,0,0,1,1,1,0,0,0
Buenos Aires,Tres Arroyos,Claromecó,1,0,0,1,0,0,1,1,0
Buenos Aires,Tres Arroyos,Copetonas,0,0,0,1,1,1,1,1,0
Buenos Aires,Tres Arroyos,Dunamar,0,0,0,0,1,1,0,0,0
Buenos Aires,Tres Arroyos,Lin Calel,0,0,0,0,0,0,0,1,0
Buenos Aires,Tres Arroyos,Micaela Cascallares (est. Cascallares),0,0,0,1,1,1,1,1,0
Buenos Aires,Tres Arroyos,Orense,0,0,1,1,1,1,1,1,0
Buenos Aires,Tres Arroyos,Reta,0,0,0,0,1,1,1,1,0
Buenos Aires,Tres Arroyos,San Francisco de Bellocq,0,0,0,0,1,1,1,1,0
Buenos Aires,Tres Arroyos,San Mayol,0,0,0,0,0,0,0,1,0
Buenos Aires,Tres Arroyos,Tres Arroyos,1,1,1,1,1,1,1,1,1
Buenos Aires,Tres Arroyos,Villa Rodríguez (est. Barrow),0,0,0,0,1,0,0,0,0
Córdoba,Marcos Juárez,Marcos Juárez,1,1,0,1,1,1,1,1,0
Córdoba,Marcos Juárez,Monte Buey,1,0,0,0,1,1,1,0,0
Córdoba,Marcos Juárez,Saira,1,0,0,0,0,0,1,0,0
Córdoba,Marcos Juárez,Saladillo,0,0,0,0,0,0,1,0,0
Córdoba,Marcos Juárez,Villa Elisa,1,0,1,0,0,0,1,0,0
Córdoba,Minas,Ciénaga del Coro,0,0,0,1,1,0,1,1,0
Córdoba,Minas,El Chacho,0,0,0,1,0,0,1,1,0
Córdoba,Minas,Estancia de Guadalupe,0,0,0,0,0,0,1,1,0
Córdoba,Minas,Guasapampa,0,0,0,0,0,0,0,1,0
Córdoba,Minas,La Playa,0,0,0,0,0,0,1,1,0
Córdoba,Minas,San Carlos Minas,1,0,0,1,1,1,1,1,0
Córdoba,Minas,Talaini,0,0,0,0,0,0,0,1,0
Córdoba,Minas,Tosno,0,0,0,0,0,0,0,1,0
Córdoba,Pocho,Chancani,0,0,0,0,1,0,1,1,0
Córdoba,Pocho,Las Palmas,0,0,0,0,0,0,0,1,0
Córdoba,Pocho,Los Talares,0,0,0,0,0,0,0,1,0
Córdoba,Río Seco,La Rinconada,0,0,0,0,1,0,0,0,0
Córdoba,Río Seco,Los Hoyos,0,0,0,0,1,0,0,0,0
Córdoba,Río Seco,Rayo Cortado,0,0,0,0,0,0,0,1,0
Córdoba,Río Seco,Santa Elena,0,0,0,0,1,0,0,0,0
Córdoba,Río Seco,Sebastián Elcano,0,0,0,1,1,1,1,0,0
Córdoba,Río Seco,Villa de María,0,1,0,0,1,1,1,1,0
Córdoba,Río Segundo,Calchín,0,1,0,0,1,1,1,0,0
Córdoba,Río Segundo,Calchín Oeste,0,0,0,0,1,1,1,0,0
Córdoba,Río Segundo,Capilla del Carmen,0,1,0,0,1,0,1,1,0
Córdoba,Río Segundo,Carrilobo,0,1,0,0,1,1,1,1,1
Córdoba,Río Segundo,Colazo,0,0,0,1,1,1,1,0,1
Entre Ríos,Concordia,Colonia Ayuí,0,0,0,0,1,1,1,0,0
Entre Ríos,Concordia,Concordia,1,1,0,1,1,1,1,1,1
Entre Ríos,Concordia,Estación Yeruá,0,0,0,0,1,0,1,0,0
Entre Ríos,Concordia,Estancia Grande,0,0,0,0,1,0,0,0,0
Entre Ríos,Concordia,La Criolla,0,0,0,1,1,1,1,1,0
Entre Ríos,Concordia,Las Tejas,0,0,0,0,1,1,0,0,0
Entre Ríos,Concordia,Los Charrúas,0,0,0,0,1,1,1,1,0
Entre Ríos,Concordia,Nueva Escocia,0,0,0,0,1,0,0,0,0
Entre Ríos,Concordia,Osvaldo Magnasco,0,0,0,0,1,0,1,0,0
Entre Ríos,Concordia,Pedernal,0,0,0,0,1,0,0,1,0
Entre Ríos,Concordia,Puerto Yeruá,0,0,0,0,1,0,1,0,0
Entre Ríos,Concordia,Villa Adela,0,0,0,0,1,1,0,0,0
Entre Ríos,Concordia,Villa Zorraquin,0,0,0,0,1,1,0,0,0
Buenos Aires,Tres de Febrero,11 de Septiembre,1,1,0,1,1,1,1,0,1
Buenos Aires,Tres de Febrero,Caseros,1,1,0,1,1,1,1,1,0
Buenos Aires,Tres de Febrero,Churruca,1,1,0,1,1,1,1,0,0
Buenos Aires,Tres de Febrero,Ciudad Jardín Lomas del Palomar,1,1,0,1,1,1,1,0,0
Buenos Aires,Tres de Febrero,Ciudadela,1,1,1,1,1,1,1,1,1
Buenos Aires,Tres de Febrero,El Libertador,1,1,0,0,1,1,1,0,0
Buenos Aires,Tres de Febrero,Jose Ingenieros,1,1,0,1,1,1,1,1,0
Córdoba,San Javier,La Paz,0,0,0,0,1,1,1,1,1
Córdoba,San Javier,La Población,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,La Ramada,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,La Travesía,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,Las Chacras,0,0,0,1,0,0,0,0,0
Córdoba,San Javier,Las Tapias,0,0,0,0,1,1,0,1,0
Córdoba,San Javier,Loma Bola,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,Los Cerrillos,0,0,0,0,1,1,1,1,0
Córdoba,San Javier,Los Hornillos,1,0,0,0,1,1,1,1,0
Córdoba,San Javier,Los Molles,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,Los Romeros,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,Luyaba,0,0,0,0,1,0,1,1,0
Córdoba,San Javier,Quebracho Ladeado,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,Quebrada de Los Pozos,0,0,0,0,0,0,0,1,1
Córdoba,San Javier,San Javier Y Yacanto,0,0,0,0,1,1,1,1,0
Córdoba,San Javier,San José,0,0,0,0,1,1,1,1,0
Santa Fe,General López,Cañada del Ucle,1,0,0,0,0,0,1,0,0
Santa Fe,General López,Carmen,0,0,0,0,1,1,1,1,0
Santa Fe,General López,Carreras,0,1,0,0,1,1,1,1,0
Santa Fe,General López,Chapuy,0,1,0,0,1,1,1,0,0
Santa Fe,General López,Chovet,0,1,0,0,1,1,1,0,1
Santa Fe,General López,Christophersen,0,0,0,1,1,0,1,1,0
Santa Fe,General López,Diego de Alvear,1,0,0,1,1,1,1,1,0
Santa Fe,General López,Elortondo,1,1,0,0,1,1,1,1,0
Santa Fe,General López,Firmat,1,1,0,1,1,1,1,0,0
Santa Fe,General López,Hughes,0,0,0,1,1,1,1,0,0
Santa Fe,General López,La Chispa,0,0,0,0,0,0,1,1,0
Córdoba,Pocho,Salsacate,1,0,0,1,1,1,1,1,1
Córdoba,Pocho,San Gerónimo,0,0,0,0,0,0,0,1,0
Córdoba,Pocho,Tala Cañada,0,0,0,0,1,0,1,1,0
Córdoba,Pocho,Taninga,0,0,0,0,0,0,0,1,0
Córdoba,Pocho,Villa de Pocho,0,0,0,0,1,0,1,1,0
Córdoba,Presidente Roque Sáenz Peña,General Levalle,1,1,0,1,1,1,1,1,0
Córdoba,Presidente Roque Sáenz Peña,La Cesira,1,0,0,1,1,1,1,1,1
Córdoba,Presidente Roque Sáenz Peña,Laboulaye,1,1,0,1,1,1,1,1,0
Córdoba,Presidente Roque Sáenz Peña,Leguizamón,0,0,0,1,0,0,0,0,0
Córdoba,Presidente Roque Sáenz Peña,Melo,0,0,0,1,1,1,1,1,0
Córdoba,Presidente Roque Sáenz Peña,Río Bamba,0,0,0,0,1,1,1,1,0
Córdoba,Presidente Roque Sáenz Peña,Rosales,0,0,0,0,1,1,1,1,0
Córdoba,Presidente Roque Sáenz Peña,San Joaquín,0,0,0,0,1,0,1,1,0
Santa Fe,General López,Labordeboy,1,0,0,0,1,0,1,0,0
Santa Fe,General López,Lazzarino,0,0,0,0,1,0,0,0,0
Santa Fe,General López,Maggiolo,1,0,0,0,1,1,1,1,0
Santa Fe,General López,María Teresa,1,1,0,0,1,1,1,1,0
Santa Fe,General López,Melincué (est. San Urbano),0,0,0,0,1,1,1,1,0
Santa Fe,General López,Miguel Torres,0,1,0,0,0,0,0,0,0
Santa Fe,General López,Murphy,0,0,0,1,1,1,1,0,0
Santa Fe,General López,Rufino,1,1,0,1,1,1,1,0,0
Santa Fe,General López,San Eduardo,1,0,0,1,1,0,1,0,0
Santa Fe,General López,San Francisco de Santa Fe,0,0,0,1,1,0,1,0,1
Santa Fe,General López,San Gregorio,1,0,0,1,1,1,1,1,0
Santa Fe,San Lorenzo,Capitán Bermúdez,1,1,0,1,1,1,1,0,0
Santa Fe,San Lorenzo,Carcarañá,1,1,0,0,1,1,1,0,0
Santa Fe,San Lorenzo,Coronel Arnold,0,0,0,1,1,0,1,0,0
Santa Fe,San Lorenzo,Fray Luis Beltrán,1,1,0,1,1,1,1,0,0
Santa Fe,San Lorenzo,Fuentes,1,0,0,1,1,1,1,0,0
Santa Fe,San Lorenzo,Luis Palacios (est. La Salada),0,1,0,0,1,0,1,1,0
Santa Fe,San Lorenzo,Puerto General San Martín,0,0,0,1,1,1,0,1,1
Santa Fe,San Lorenzo,Pujato,1,0,0,0,1,1,1,1,0
Santa Fe,San Lorenzo,Ricardone,1,1,0,1,1,1,1,1,1
Santa Fe,San Lorenzo,Roldán,1,1,0,1,1,1,1,1,0
Santa Fe,San Lorenzo,San Jerónimo Sud,1,1,0,1,1,1,1,0,0
Santa Fe,San Lorenzo,San Lorenzo,1,1,0,1,1,1,1,1,0
Santa Fe,San Lorenzo,Timbúes,1,0,0,1,1,1,1,1,1
Santa Fe,San Lorenzo,Villa Elvira,0,0,0,0,1,1,0,1,0
Santa Fe,San Lorenzo,Villa Mugueta,0,1,0,0,1,0,1,0,1
Santa Fe,San Martín,Cañada Rosquín,0,1,0,1,1,1,1,1,0
Santa Fe,San Martín,Carlos Pellegrini,1,1,0,1,1,1,1,1,0
Santa Fe,San Martín,Casas,0,1,0,0,1,0,1,1,0
Santa Fe,San Martín,Castelar,0,0,0,1,1,0,1,0,0
Tucumán,Capital,San Miguel de Tucumán (est. Tucumán),1,1,1,1,1,1,1,1,1
Tucumán,Chicligasta,Alpachiri,0,0,0,0,1,1,0,0,0
Tucumán,Chicligasta,Alto Verde,0,0,0,0,1,0,1,0,0
Tucumán,Chicligasta,Arcadia,1,0,0,0,0,0,1,0,0
Tucumán,Chicligasta,Concepción,1,0,0,1,1,1,1,1,0
Tucumán,Chicligasta,Iltico,0,0,0,0,1,0,0,0,0
Tucumán,Chicligasta,La Trinidad,1,0,0,0,1,1,1,0,0
Tucumán,Cruz Alta,Alderetes,0,0,0,1,1,1,1,0,0
Tucumán,Cruz Alta,Banda del Río Salí,0,1,0,1,1,1,1,1,0
Tucumán,Cruz Alta,Barrio Aeropuerto,0,0,0,0,1,1,0,0,0
Buenos Aires,Esteban Echeverría,El Jagüel,0,1,0,1,1,1,1,1,1
Buenos Aires,Esteban Echeverría,Luis Guillón,1,1,1,1,1,1,1,1,0
Buenos Aires,Esteban Echeverría,Monte Grande,1,1,1,1,1,1,1,1,1
Buenos Aires,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,1,0,0,0,0,0,1,0,0
Buenos Aires,Exaltación de La Cruz,Arroyo de La Cruz,0,0,0,0,1,1,0,1,0
Buenos Aires,Exaltación de La Cruz,Capilla del Señor (est. Capilla),1,0,1,1,1,1,1,0,0
Buenos Aires,Exaltación de La Cruz,El Remanso,1,0,0,1,1,1,1,1,0
Buenos Aires,Mar Chiquita,Camet Norte,0,0,0,0,1,1,0,0,0
Buenos Aires,Mar Chiquita,Coronel Vidal,1,1,0,1,1,1,1,1,0
Buenos Aires,Mar Chiquita,Frente Mar,0,0,0,0,1,1,0,0,0
Buenos Aires,Mar Chiquita,General Pirán,0,0,1,1,1,1,1,1,0
Buenos Aires,Mar Chiquita,La Armonía,0,0,0,0,1,1,0,1,0
Buenos Aires,Mar Chiquita,La Baliza,0,0,0,0,1,1,0,0,0
Buenos Aires,Mar Chiquita,La Caleta,0,0,0,0,0,0,0,1,0
Buenos Aires,Mar Chiquita,Mar Chiquita,0,0,0,0,1,1,1,0,0
Buenos Aires,Mar Chiquita,Mar de Cobo,1,0,1,1,0,0,1,0,0
Buenos Aires,Mar Chiquita,Playa Dorada,0,0,0,0,1,1,0,0,0
Buenos Aires,Mar Chiquita,Santa Clara del Mar,1,1,0,1,1,1,0,1,0
Buenos Aires,Tres de Febrero,Loma Hermosa,1,1,0,1,1,1,1,0,0
Buenos Aires,Tres de Febrero,Martín Coronado,1,1,0,1,1,1,1,0,0
Buenos Aires,Tres de Febrero,Pablo Podestá,1,1,0,1,1,1,1,1,0
Buenos Aires,Tres de Febrero,Remedios de Escalada,1,1,0,1,1,1,1,0,0
Buenos Aires,Tres de Febrero,Saenz Peña,1,1,0,1,1,1,1,1,1
Buenos Aires,Tres de Febrero,Santos Lugares,1,1,0,1,1,1,1,1,0
Buenos Aires,Tres de Febrero,Villa Bosch (est. Juan Maria Bosch),1,1,0,1,1,1,1,0,0
Córdoba,Presidente Roque Sáenz Peña,Serrano,0,1,0,0,1,1,1,1,1
Córdoba,Presidente Roque Sáenz Peña,Villa Rossi,0,0,0,0,1,0,1,0,0
Córdoba,Punilla,Bialet Massé,1,0,0,0,1,1,1,1,0
Córdoba,Punilla,Cabalango,0,0,0,0,0,0,0,1,0
Córdoba,Punilla,Capilla del Monte,1,1,0,0,1,1,1,1,0
Córdoba,Punilla,Casa Grande,0,0,0,0,0,0,0,1,0
Córdoba,Punilla,Charbonier,0,0,0,0,0,0,0,1,0
Córdoba,Punilla,Cosquín,1,1,0,1,1,1,1,1,0
Córdoba,Punilla,Cuesta Blanca,0,0,0,0,0,0,0,1,0
Córdoba,Punilla,Estancia Vieja,0,0,0,0,1,0,0,1,0
Córdoba,Punilla,Huerta Grande,0,1,0,1,1,1,1,1,0
Córdoba,Punilla,La Cumbre,1,0,0,0,1,1,1,1,0
Córdoba,Punilla,La Falda,1,1,0,1,1,1,1,1,0
Entre Ríos,Diamante,Strobel,0,1,0,0,1,1,0,0,0
Entre Ríos,Diamante,Villa Libertador San Martín,1,0,0,0,1,1,1,1,0
Entre Ríos,Federación,Chajarí,1,1,0,1,1,1,1,1,0
Entre Ríos,Federación,Colonia Alemana,0,0,0,0,0,0,0,1,0
Entre Ríos,Federación,Colonia Ensanche Sauce,0,0,0,0,1,0,0,1,0
Entre Ríos,Federación,Colonia La Argentina,0,0,0,0,1,1,1,1,0
Entre Ríos,Federación,Colonia Peña,0,0,0,0,0,0,0,1,0
Entre Ríos,Federación,Colonia Santa María,0,0,0,0,1,0,0,1,0
Entre Ríos,Federación,Federación,1,0,0,1,1,1,1,1,0
Entre Ríos,Federación,Los Conquistadores,0,1,0,0,1,1,1,1,0
Entre Ríos,Federación,San Jaime de La Frontera,0,1,0,0,1,1,1,1,0
Entre Ríos,Federación,San Pedro,0,0,0,1,1,0,0,1,0
Entre Ríos,Federación,Santa Ana,0,1,0,1,1,1,1,1,0
Entre Ríos,Federación,Villa del Rosario,0,1,0,1,0,1,1,1,0
Entre Ríos,Victoria,Molino Doll,0,0,0,0,1,0,1,1,0
Entre Ríos,Victoria,Rincón de Nogoyá,0,0,0,0,1,0,1,1,0
Entre Ríos,Victoria,Victoria,1,1,0,1,1,1,1,1,0
Entre Ríos,Villaguay,Estación Raíces,1,0,0,0,1,0,1,1,0
Entre Ríos,Villaguay,Ingeniero Miguel Sajaroff,0,0,0,0,0,0,1,1,0
Entre Ríos,Villaguay,Jubileo,0,0,0,1,1,0,1,1,0
Entre Ríos,Villaguay,Mojones Norte,0,0,0,0,1,0,0,0,0
Entre Ríos,Villaguay,Paso de La Laguna,0,0,0,1,0,0,0,1,0
Entre Ríos,Villaguay,Villa Clara,1,0,0,1,1,1,1,1,1
Entre Ríos,Villaguay,Villa Domínguez,0,0,0,1,1,1,1,1,0
Entre Ríos,Villaguay,Villaguay,1,0,0,1,1,1,1,1,0
Mendoza,Capital,Mendoza,1,1,1,1,1,1,1,1,1
Buenos Aires,Exaltación de La Cruz,Los Cardales,1,1,1,0,1,1,1,1,1
Buenos Aires,Exaltación de La Cruz,Parada Orlando,0,0,0,0,0,0,0,1,0
Buenos Aires,Exaltación de La Cruz,Parada Robles - Pavón,1,0,0,1,1,1,1,1,0
Buenos Aires,Ezeiza,Aeropuerto Internacional Ezeiza,1,0,1,1,1,1,1,0,1
Buenos Aires,Ezeiza,Canning,1,1,1,1,1,1,1,1,0
Buenos Aires,Ezeiza,Carlos Spegazzini,1,1,1,1,1,1,1,1,1
Buenos Aires,Ezeiza,José Maria Ezeiza,1,1,1,1,1,1,1,1,1
Buenos Aires,Mar Chiquita,Vivoratá,0,0,0,1,1,1,1,1,1
Buenos Aires,Marcos Paz,Barrio Santa Rosa,0,0,0,0,1,0,0,0,0
Buenos Aires,Marcos Paz,Marcos Paz,1,1,1,1,1,1,1,1,1
Buenos Aires,Mercedes,Gowland,0,0,0,1,1,1,0,1,0
Buenos Aires,Mercedes,Jorge Born,0,0,0,0,0,0,0,1,0
Buenos Aires,Mercedes,Mercedes,1,1,1,1,1,1,1,1,1
Buenos Aires,Merlo,Libertad,1,1,1,1,1,1,1,1,1
Buenos Aires,Merlo,Mariano Acosta,1,1,0,1,1,1,1,1,0
Buenos Aires,Tres de Febrero,Villa Raffo,1,1,0,1,1,1,1,0,0
Buenos Aires,Tres Lomas,Ingeniero Thompson,0,0,0,0,0,0,1,0,0
Buenos Aires,Tres Lomas,Tres Lomas,1,1,1,1,1,1,1,1,0
Buenos Aires,Vicente López,Carapachay,1,1,0,1,1,1,1,0,0
Buenos Aires,Vicente López,Florida,1,1,0,1,1,1,1,1,0
Buenos Aires,Vicente López,Florida Oeste,1,1,0,1,1,1,1,1,1
Buenos Aires,Vicente López,La Lucila,1,1,0,1,1,1,1,0,0
Buenos Aires,Vicente López,Munro,1,1,0,1,1,1,1,1,1
Córdoba,Punilla,Los Cocos,1,0,0,0,1,1,1,1,0
Córdoba,Punilla,Mayu Sumaj,0,1,0,0,0,0,1,1,0
Córdoba,Punilla,San Antonio de Arredondo,0,1,0,1,1,1,1,1,0
Córdoba,Punilla,San Esteban,1,0,0,0,0,0,1,1,0
Córdoba,Punilla,San Roque,0,0,0,0,1,1,0,1,0
Córdoba,Punilla,Santa María de Punilla,1,0,0,1,1,1,1,1,0
Córdoba,Punilla,Tala Huasi,0,0,0,0,1,1,0,1,0
Córdoba,Punilla,Tanti,0,0,0,0,1,1,0,1,0
Córdoba,Punilla,Valle Hermoso,1,1,0,1,1,1,1,1,0
Córdoba,Punilla,Villa Carlos Paz,1,1,0,1,1,1,1,1,1
Entre Ríos,Federal,Conscripto Bernardi,0,0,0,0,1,0,1,1,0
Entre Ríos,Federal,El Cimarrón,0,0,0,0,0,0,1,1,0
Entre Ríos,Federal,Federal,1,0,0,1,1,0,1,1,0
Entre Ríos,Federal,Nueva Vizcaya,0,0,0,0,1,0,0,1,0
Entre Ríos,Federal,Sauce de Luna,0,0,0,1,1,0,1,1,1
Entre Ríos,Feliciano,San José de Feliciano,0,0,0,0,1,1,1,1,1
Entre Ríos,Feliciano,San Víctor,1,0,0,0,1,0,1,1,0
Entre Ríos,Gualeguay,Aldea Asunción,0,0,0,0,0,0,1,0,0
Entre Ríos,Gualeguay,Estación Lazo,0,0,0,0,1,0,1,0,0
Entre Ríos,Gualeguay,General Galarza,1,0,0,0,1,1,1,1,0
Entre Ríos,Gualeguay,Gualeguay,1,1,0,1,1,1,1,1,1
Entre Ríos,Gualeguay,Puerto Ruiz,0,0,0,0,0,0,1,0,0
Entre Ríos,Gualeguaychú,Aldea San Antonio,0,1,0,0,1,0,1,0,1
Entre Ríos,Gualeguaychú,Aldea San Juan,0,0,0,0,1,0,0,1,0
Mendoza,General Alvear,Bowen,0,1,1,0,1,1,1,1,0
Mendoza,General Alvear,Carmensa,0,0,0,0,1,0,1,1,0
Mendoza,General Alvear,General Alvear,1,1,1,1,1,1,1,1,1
Mendoza,General Alvear,Los Compartos,0,0,0,0,1,1,0,0,0
Mendoza,Godoy Cruz,Gobernador Benegas,0,0,0,1,1,1,0,0,0
Mendoza,Godoy Cruz,Godoy Cruz,1,1,1,1,1,1,1,1,1
